Name,Country.Code,Type,year,Mil_budget_Indicator.Name,Military_expensives,GDP_Indicator.Name,GDP,GDP_per_capita_Indicator.Name,GDP_per_capita
Arab World,ARB,Regions Clubbed Geographically,1962,Military expenditure (current USD),833229524.1,GDP (current US$),20327670691.7473,GDP per capita (current US$),210.805413565609
Arab World,ARB,Regions Clubbed Geographically,1963,Military expenditure (current USD),916446054.5,GDP (current US$),22362957617.8193,GDP per capita (current US$),225.80062890304
Arab World,ARB,Regions Clubbed Geographically,1964,Military expenditure (current USD),1225338998,GDP (current US$),24811627082.2698,GDP per capita (current US$),243.89743062669
Arab World,ARB,Regions Clubbed Geographically,1965,Military expenditure (current USD),1416443189,GDP (current US$),26769289694.4669,GDP per capita (current US$),256.180140917429
Arab World,ARB,Regions Clubbed Geographically,1966,Military expenditure (current USD),1548666185,GDP (current US$),28349126511.2864,GDP per capita (current US$),263.950839306074
Arab World,ARB,Regions Clubbed Geographically,1967,Military expenditure (current USD),1684446592,GDP (current US$),30598797624.9943,GDP per capita (current US$),276.932974446022
Arab World,ARB,Regions Clubbed Geographically,1968,Military expenditure (current USD),2031297443,GDP (current US$),34970677297.745,GDP per capita (current US$),307.53680094407
Arab World,ARB,Regions Clubbed Geographically,1969,Military expenditure (current USD),2520054562,GDP (current US$),38561008450.5238,GDP per capita (current US$),329.431422561081
Arab World,ARB,Regions Clubbed Geographically,1970,Military expenditure (current USD),2980085336,GDP (current US$),43091222309.5881,GDP per capita (current US$),357.694745003861
Arab World,ARB,Regions Clubbed Geographically,1971,Military expenditure (current USD),3346818699,GDP (current US$),49926770848.0969,GDP per capita (current US$),402.795034966669
Arab World,ARB,Regions Clubbed Geographically,1972,Military expenditure (current USD),3722311542,GDP (current US$),59966658266.3589,GDP per capita (current US$),470.195593028006
Arab World,ARB,Regions Clubbed Geographically,1973,Military expenditure (current USD),5149216359,GDP (current US$),79125367981.7092,GDP per capita (current US$),602.466748038645
Arab World,ARB,Regions Clubbed Geographically,1974,Military expenditure (current USD),5939677298,GDP (current US$),152188729571.963,GDP per capita (current US$),1124.96681728193
Arab World,ARB,Regions Clubbed Geographically,1975,Military expenditure (current USD),6542589258,GDP (current US$),168158579107.572,GDP per capita (current US$),1205.47381716898
Arab World,ARB,Regions Clubbed Geographically,1976,Military expenditure (current USD),7664547685,GDP (current US$),209993347714.026,GDP per capita (current US$),1458.14400589238
Arab World,ARB,Regions Clubbed Geographically,1977,Military expenditure (current USD),21087366664,GDP (current US$),242270387233.548,GDP per capita (current US$),1630.35982363709
Arab World,ARB,Regions Clubbed Geographically,1978,Military expenditure (current USD),23611330024,GDP (current US$),265398240292.281,GDP per capita (current US$),1728.20571012122
Arab World,ARB,Regions Clubbed Geographically,1979,Military expenditure (current USD),28041477384,GDP (current US$),358111304338,GDP per capita (current US$),2251.50602097583
Arab World,ARB,Regions Clubbed Geographically,1980,Military expenditure (current USD),34463402591,GDP (current US$),486405826789.156,GDP per capita (current US$),2954.04919644694
Arab World,ARB,Regions Clubbed Geographically,1981,Military expenditure (current USD),39939322642,GDP (current US$),494916415249.258,GDP per capita (current US$),2911.00787230797
Arab World,ARB,Regions Clubbed Geographically,1982,Military expenditure (current USD),40382443515,GDP (current US$),463080469413.228,GDP per capita (current US$),2640.58578642121
Arab World,ARB,Regions Clubbed Geographically,1983,Military expenditure (current USD),34868573704,GDP (current US$),437471179607.113,GDP per capita (current US$),2417.32459216364
Arab World,ARB,Regions Clubbed Geographically,1984,Military expenditure (current USD),36994839308,GDP (current US$),440182151040.526,GDP per capita (current US$),2357.26890873161
Arab World,ARB,Regions Clubbed Geographically,1985,Military expenditure (current USD),32977558769,GDP (current US$),432868201205.862,GDP per capita (current US$),2247.92745729704
Arab World,ARB,Regions Clubbed Geographically,1986,Military expenditure (current USD),14390091251,GDP (current US$),405473196669.707,GDP per capita (current US$),2042.58558471516
Arab World,ARB,Regions Clubbed Geographically,1987,Military expenditure (current USD),29739839768,GDP (current US$),431257668979.748,GDP per capita (current US$),2108.58585970918
Arab World,ARB,Regions Clubbed Geographically,1988,Military expenditure (current USD),28872826806,GDP (current US$),429382834186.075,GDP per capita (current US$),2042.05761626285
Arab World,ARB,Regions Clubbed Geographically,1989,Military expenditure (current USD),24604659766,GDP (current US$),457369060523.457,GDP per capita (current US$),2117.75262429459
Arab World,ARB,Regions Clubbed Geographically,1990,Military expenditure (current USD),36512289679,GDP (current US$),641712235219.388,GDP per capita (current US$),2875.25714161315
Arab World,ARB,Regions Clubbed Geographically,1991,Military expenditure (current USD),41035099161,GDP (current US$),467952893063.612,GDP per capita (current US$),2048.80975490464
Arab World,ARB,Regions Clubbed Geographically,1992,Military expenditure (current USD),32810749318,GDP (current US$),467794315237.359,GDP per capita (current US$),1996.3775644694
Arab World,ARB,Regions Clubbed Geographically,1993,Military expenditure (current USD),29606345067,GDP (current US$),478927019847.844,GDP per capita (current US$),1987.85773364854
Arab World,ARB,Regions Clubbed Geographically,1994,Military expenditure (current USD),29413366450,GDP (current US$),499880127406.636,GDP per capita (current US$),2018.68579956117
Arab World,ARB,Regions Clubbed Geographically,1995,Military expenditure (current USD),26684323434,GDP (current US$),528480491435.013,GDP per capita (current US$),2081.02071196868
Arab World,ARB,Regions Clubbed Geographically,1996,Military expenditure (current USD),26486123009,GDP (current US$),570909722765.544,GDP per capita (current US$),2193.87330891973
Arab World,ARB,Regions Clubbed Geographically,1997,Military expenditure (current USD),35484055036,GDP (current US$),614596967130.055,GDP per capita (current US$),2305.6160606318
Arab World,ARB,Regions Clubbed Geographically,1998,Military expenditure (current USD),39322695875,GDP (current US$),598789587273.971,GDP per capita (current US$),2192.61188801001
Arab World,ARB,Regions Clubbed Geographically,1999,Military expenditure (current USD),36889627319,GDP (current US$),665415371173.92,GDP per capita (current US$),2378.95049111508
Arab World,ARB,Regions Clubbed Geographically,2000,Military expenditure (current USD),40740633349,GDP (current US$),763411636190.425,GDP per capita (current US$),2664.16579571488
Arab World,ARB,Regions Clubbed Geographically,2001,Military expenditure (current USD),42770280444,GDP (current US$),744728537853.62,GDP per capita (current US$),2536.711964719
Arab World,ARB,Regions Clubbed Geographically,2002,Military expenditure (current USD),40851036167,GDP (current US$),746649261275.272,GDP per capita (current US$),2483.10723424941
Arab World,ARB,Regions Clubbed Geographically,2003,Military expenditure (current USD),42622220140,GDP (current US$),830076468636.6,GDP per capita (current US$),2696.67230474801
Arab World,ARB,Regions Clubbed Geographically,2004,Military expenditure (current USD),48508764668,GDP (current US$),987316008401.59,GDP per capita (current US$),3133.73687664723
Arab World,ARB,Regions Clubbed Geographically,2005,Military expenditure (current USD),54649194506,GDP (current US$),1210020765397.36,GDP per capita (current US$),3750.50855449002
Arab World,ARB,Regions Clubbed Geographically,2006,Military expenditure (current USD),61282170542,GDP (current US$),1439471041382.97,GDP per capita (current US$),4355.08762186879
Arab World,ARB,Regions Clubbed Geographically,2007,Military expenditure (current USD),73572238704,GDP (current US$),1674641032780.09,GDP per capita (current US$),4940.70226511719
Arab World,ARB,Regions Clubbed Geographically,2008,Military expenditure (current USD),86261643586,GDP (current US$),2118071078804.52,GDP per capita (current US$),6091.93206445673
Arab World,ARB,Regions Clubbed Geographically,2009,Military expenditure (current USD),91504042712,GDP (current US$),1829849574764.63,GDP per capita (current US$),5134.45006055159
Arab World,ARB,Regions Clubbed Geographically,2010,Military expenditure (current USD),97976367584,GDP (current US$),2155345081625.06,GDP per capita (current US$),5928.30479005386
Arab World,ARB,Regions Clubbed Geographically,2011,Military expenditure (current USD),108000000000,GDP (current US$),2560993268042.28,GDP per capita (current US$),6883.37402358513
Arab World,ARB,Regions Clubbed Geographically,2012,Military expenditure (current USD),122000000000,GDP (current US$),2795312711245.16,GDP per capita (current US$),7336.19770815465
Arab World,ARB,Regions Clubbed Geographically,2013,Military expenditure (current USD),143000000000,GDP (current US$),2858382766060.3,GDP per capita (current US$),7311.29675508093
Arab World,ARB,Regions Clubbed Geographically,2014,Military expenditure (current USD),155000000000,GDP (current US$),2905651795199.09,GDP per capita (current US$),7259.93672933779
Arab World,ARB,Regions Clubbed Geographically,2015,Military expenditure (current USD),138000000000,GDP (current US$),2544700996740.79,GDP per capita (current US$),6203.70263640435
Arab World,ARB,Regions Clubbed Geographically,2016,Military expenditure (current USD),112000000000,GDP (current US$),2500823407237.94,GDP per capita (current US$),5957.05983659325
Arab World,ARB,Regions Clubbed Geographically,2017,Military expenditure (current USD),119000000000,GDP (current US$),2572203993723.9,GDP per capita (current US$),6005.39012863954
Arab World,ARB,Regions Clubbed Geographically,2018,Military expenditure (current USD),113000000000,GDP (current US$),2867348492603.59,GDP per capita (current US$),6576.51663083912
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1990,Military expenditure (current USD),4921672408,GDP (current US$),272002770512.834,GDP per capita (current US$),2456.15936108319
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1991,Military expenditure (current USD),4053915446,GDP (current US$),250082429353.191,GDP per capita (current US$),2263.81493587898
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1992,Military expenditure (current USD),4844770755,GDP (current US$),256806975763.747,GDP per capita (current US$),2332.2457967338
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1993,Military expenditure (current USD),6397697330,GDP (current US$),270242361274.902,GDP per capita (current US$),2455.81276164257
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1994,Military expenditure (current USD),7369251245,GDP (current US$),308521665541.456,GDP per capita (current US$),2804.19192564558
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1995,Military expenditure (current USD),8826211623,GDP (current US$),394610461625.529,GDP per capita (current US$),3591.80057200346
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1996,Military expenditure (current USD),8912763074,GDP (current US$),417343085845.115,GDP per capita (current US$),3806.96502010381
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1997,Military expenditure (current USD),8949858772,GDP (current US$),411041470567.888,GDP per capita (current US$),3756.47878610941
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1998,Military expenditure (current USD),9216475552,GDP (current US$),449765848036.321,GDP per capita (current US$),4117.2892963800095
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,1999,Military expenditure (current USD),8322771004,GDP (current US$),435931046765.369,GDP per capita (current US$),3997.1322711588
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2000,Military expenditure (current USD),7819364628,GDP (current US$),429355161034.99,GDP per capita (current US$),3959.09429252347
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2001,Military expenditure (current USD),8692492163,GDP (current US$),469451337133.573,GDP per capita (current US$),4360.49747680825
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2002,Military expenditure (current USD),9813280324,GDP (current US$),528497215430.66,GDP per capita (current US$),4941.08494540774
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2003,Military expenditure (current USD),11579104282,GDP (current US$),634385728023.21,GDP per capita (current US$),5949.7367798729
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2004,Military expenditure (current USD),13174732647,GDP (current US$),763595926995.989,GDP per capita (current US$),7181.26214567993
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2005,Military expenditure (current USD),15586419367,GDP (current US$),885828738649.216,GDP per capita (current US$),8353.57200087818
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2006,Military expenditure (current USD),16886180864,GDP (current US$),1001432946965.27,GDP per capita (current US$),9467.80237635982
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2007,Military expenditure (current USD),20891520173,GDP (current US$),1264330342660.26,GDP per capita (current US$),11997.963219873
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2008,Military expenditure (current USD),23340425676,GDP (current US$),1530368085942.5,GDP per capita (current US$),14574.6727793682
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2009,Military expenditure (current USD),19767826118,GDP (current US$),1289527007159.99,GDP per capita (current US$),12304.59124503
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2010,Military expenditure (current USD),19462448031,GDP (current US$),1319798753333.7,GDP per capita (current US$),12639.1540363705
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2011,Military expenditure (current USD),20478373564,GDP (current US$),1458455207230.34,GDP per capita (current US$),14000.1792695253
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2012,Military expenditure (current USD),18980363983,GDP (current US$),1362237950388.93,GDP per capita (current US$),13107.500121516
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2013,Military expenditure (current USD),19606008303,GDP (current US$),1420299797737.57,GDP per capita (current US$),13697.2993030016
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2014,Military expenditure (current USD),20730298879,GDP (current US$),1467438523591.87,GDP per capita (current US$),14183.715484494
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2015,Military expenditure (current USD),19724301713,GDP (current US$),1297123697168.52,GDP per capita (current US$),12568.2965059245
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2016,Military expenditure (current USD),19501560114,GDP (current US$),1321226675267.44,GDP per capita (current US$),12836.5666338962
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2017,Military expenditure (current USD),22023783014,GDP (current US$),1467424389927.92,GDP per capita (current US$),14294.4470174706
Central Europe and the Baltics,CEB,Regions Clubbed Geographically,2018,Military expenditure (current USD),26681204886,GDP (current US$),1657633874968.79,GDP per capita (current US$),16181.6073703684
Caribbean small states,CSS,Regions Clubbed Geographically,1976,Military expenditure (current USD),74059004.84,GDP (current US$),2458775081.47749,GDP per capita (current US$),1102.54077575816
Caribbean small states,CSS,Regions Clubbed Geographically,1977,Military expenditure (current USD),70219123.72,GDP (current US$),2808968853.6789,GDP per capita (current US$),1252.23293738093
Caribbean small states,CSS,Regions Clubbed Geographically,1981,Military expenditure (current USD),104567945.2,GDP (current US$),4985368810.71414,GDP per capita (current US$),2176.80592130987
Caribbean small states,CSS,Regions Clubbed Geographically,1993,Military expenditure (current USD),77754357.77,GDP (current US$),9146907427.63178,GDP per capita (current US$),3726.29840331438
Caribbean small states,CSS,Regions Clubbed Geographically,1994,Military expenditure (current USD),71806248.64,GDP (current US$),9841850113.56279,GDP per capita (current US$),3975.75813576956
Caribbean small states,CSS,Regions Clubbed Geographically,2001,Military expenditure (current USD),82145538.41,GDP (current US$),17643048266.6049,GDP per capita (current US$),6628.93694828703
Caribbean small states,CSS,Regions Clubbed Geographically,2002,Military expenditure (current USD),100872444.8,GDP (current US$),18692379239.4334,GDP per capita (current US$),6957.1548298183
Caribbean small states,CSS,Regions Clubbed Geographically,2003,Military expenditure (current USD),113479984.4,GDP (current US$),19254397501.9767,GDP per capita (current US$),7098.96854417985
Caribbean small states,CSS,Regions Clubbed Geographically,2004,Military expenditure (current USD),162040671.5,GDP (current US$),20288513843.515,GDP per capita (current US$),7417.59119516605
Caribbean small states,CSS,Regions Clubbed Geographically,2005,Military expenditure (current USD),186300164.4,GDP (current US$),22215175058.8425,GDP per capita (current US$),8063.66051325437
Caribbean small states,CSS,Regions Clubbed Geographically,2006,Military expenditure (current USD),219665997.2,GDP (current US$),25930657640.6854,GDP per capita (current US$),9344.43164221982
Caribbean small states,CSS,Regions Clubbed Geographically,2007,Military expenditure (current USD),246993486,GDP (current US$),28075119900.587,GDP per capita (current US$),10042.3691021094
Caribbean small states,CSS,Regions Clubbed Geographically,2008,Military expenditure (current USD),319035957.2,GDP (current US$),29403259497.5744,GDP per capita (current US$),10440.0932891398
Caribbean small states,CSS,Regions Clubbed Geographically,2009,Military expenditure (current USD),301655230.5,GDP (current US$),28715218885.0954,GDP per capita (current US$),10122.4230619208
Caribbean small states,CSS,Regions Clubbed Geographically,2010,Military expenditure (current USD),305046766.2,GDP (current US$),30378579903.7344,GDP per capita (current US$),10638.1693872311
Caribbean small states,CSS,Regions Clubbed Geographically,2011,Military expenditure (current USD),327552252.6,GDP (current US$),31032622591.1606,GDP per capita (current US$),10801.1389108724
Caribbean small states,CSS,Regions Clubbed Geographically,2012,Military expenditure (current USD),355159679.7,GDP (current US$),32709956406.1337,GDP per capita (current US$),11305.6061869965
Caribbean small states,CSS,Regions Clubbed Geographically,2013,Military expenditure (current USD),392549709.7,GDP (current US$),33069159224.9635,GDP per capita (current US$),11336.2160431807
Caribbean small states,CSS,Regions Clubbed Geographically,2014,Military expenditure (current USD),369393544.5,GDP (current US$),34129544764.2666,GDP per capita (current US$),11603.9405523069
Caribbean small states,CSS,Regions Clubbed Geographically,2015,Military expenditure (current USD),392126504.3,GDP (current US$),35085992997.3327,GDP per capita (current US$),11835.2872155303
Caribbean small states,CSS,Regions Clubbed Geographically,2016,Military expenditure (current USD),427200740.1,GDP (current US$),33933421225.4017,GDP per capita (current US$),11358.7030845165
Caribbean small states,CSS,Regions Clubbed Geographically,2017,Military expenditure (current USD),429494239.1,GDP (current US$),35438120141.0662,GDP per capita (current US$),11775.3905011905
Caribbean small states,CSS,Regions Clubbed Geographically,2018,Military expenditure (current USD),459997692.7,GDP (current US$),36727457619.9835,GDP per capita (current US$),12047.8528111635
European Union,EUU,Regions Clubbed Geographically,1960,Military expenditure (current USD),18900106694,GDP (current US$),284932124120.844,GDP per capita (current US$),796.542960888283
European Union,EUU,Regions Clubbed Geographically,1961,Military expenditure (current USD),20513847216,GDP (current US$),316579871854.423,GDP per capita (current US$),877.723355189414
European Union,EUU,Regions Clubbed Geographically,1962,Military expenditure (current USD),23162484939,GDP (current US$),349909662392.141,GDP per capita (current US$),962.05969911354
European Union,EUU,Regions Clubbed Geographically,1963,Military expenditure (current USD),25129718765,GDP (current US$),384453227477.225,GDP per capita (current US$),1048.01113221152
European Union,EUU,Regions Clubbed Geographically,1964,Military expenditure (current USD),26446753894,GDP (current US$),426401497787.485,GDP per capita (current US$),1152.26508263279
European Union,EUU,Regions Clubbed Geographically,1965,Military expenditure (current USD),27776682702,GDP (current US$),466575256253.498,GDP per capita (current US$),1250.43887614247
European Union,EUU,Regions Clubbed Geographically,1966,Military expenditure (current USD),29387052892,GDP (current US$),505119166891.234,GDP per capita (current US$),1343.19279088699
European Union,EUU,Regions Clubbed Geographically,1967,Military expenditure (current USD),31036878259,GDP (current US$),537819539456.974,GDP per capita (current US$),1419.41250733885
European Union,EUU,Regions Clubbed Geographically,1968,Military expenditure (current USD),31765628324,GDP (current US$),577226091701.325,GDP per capita (current US$),1512.72795111182
European Union,EUU,Regions Clubbed Geographically,1969,Military expenditure (current USD),33508676094,GDP (current US$),644160279419.564,GDP per capita (current US$),1676.51304317671
European Union,EUU,Regions Clubbed Geographically,1970,Military expenditure (current USD),36153182000,GDP (current US$),728514942172.566,GDP per capita (current US$),1885.360546465
European Union,EUU,Regions Clubbed Geographically,1971,Military expenditure (current USD),40365629652,GDP (current US$),823502008838.718,GDP per capita (current US$),2119.40513273456
European Union,EUU,Regions Clubbed Geographically,1972,Military expenditure (current USD),47281566361,GDP (current US$),993661642106.049,GDP per capita (current US$),2540.0526242585
European Union,EUU,Regions Clubbed Geographically,1973,Military expenditure (current USD),55486414889,GDP (current US$),1286120910863.29,GDP per capita (current US$),3266.42182775899
European Union,EUU,Regions Clubbed Geographically,1974,Military expenditure (current USD),62222918711,GDP (current US$),1455911634933.27,GDP per capita (current US$),3675.38763015293
European Union,EUU,Regions Clubbed Geographically,1975,Military expenditure (current USD),72792051427,GDP (current US$),1694087991210.29,GDP per capita (current US$),4252.25350629235
European Union,EUU,Regions Clubbed Geographically,1976,Military expenditure (current USD),74197845724,GDP (current US$),1775134721744.61,GDP per capita (current US$),4432.40317671225
European Union,EUU,Regions Clubbed Geographically,1977,Military expenditure (current USD),83401208815,GDP (current US$),2011323119783.23,GDP per capita (current US$),4997.74867784188
European Union,EUU,Regions Clubbed Geographically,1978,Military expenditure (current USD),91153840119,GDP (current US$),2449173876260.87,GDP per capita (current US$),6057.61918414557
European Union,EUU,Regions Clubbed Geographically,1979,Military expenditure (current USD),99770483608,GDP (current US$),2960022173253.44,GDP per capita (current US$),7288.68142898277
European Union,EUU,Regions Clubbed Geographically,1980,Military expenditure (current USD),115000000000,GDP (current US$),3311323687667.77,GDP per capita (current US$),8116.26434912028
European Union,EUU,Regions Clubbed Geographically,1981,Military expenditure (current USD),105000000000,GDP (current US$),2889973709007.02,GDP per capita (current US$),7053.45234379561
European Union,EUU,Regions Clubbed Geographically,1982,Military expenditure (current USD),104000000000,GDP (current US$),2787789599375.11,GDP per capita (current US$),6783.13718402597
European Union,EUU,Regions Clubbed Geographically,1983,Military expenditure (current USD),100000000000,GDP (current US$),2710791758579.87,GDP per capita (current US$),6578.43997296482
European Union,EUU,Regions Clubbed Geographically,1984,Military expenditure (current USD),94938566031,GDP (current US$),2612587953034.63,GDP per capita (current US$),6325.90409388955
European Union,EUU,Regions Clubbed Geographically,1985,Military expenditure (current USD),97810085569,GDP (current US$),2686660770245.04,GDP per capita (current US$),6490.09883304847
European Union,EUU,Regions Clubbed Geographically,1986,Military expenditure (current USD),127000000000,GDP (current US$),3753186617910.5,GDP per capita (current US$),9041.92735586864
European Union,EUU,Regions Clubbed Geographically,1987,Military expenditure (current USD),153000000000,GDP (current US$),4639527057911.29,GDP per capita (current US$),11144.7587476022
European Union,EUU,Regions Clubbed Geographically,1988,Military expenditure (current USD),164000000000,GDP (current US$),5093989397668.73,GDP per capita (current US$),12196.6766756371
European Union,EUU,Regions Clubbed Geographically,1989,Military expenditure (current USD),162000000000,GDP (current US$),5202787454853.43,GDP per capita (current US$),12414.1205479853
European Union,EUU,Regions Clubbed Geographically,1990,Military expenditure (current USD),192000000000,GDP (current US$),6505585894983.6,GDP per capita (current US$),15470.1514318508
European Union,EUU,Regions Clubbed Geographically,1991,Military expenditure (current USD),193000000000,GDP (current US$),6730843386415.03,GDP per capita (current US$),15959.6505474959
European Union,EUU,Regions Clubbed Geographically,1992,Military expenditure (current USD),200000000000,GDP (current US$),7390923732911.95,GDP per capita (current US$),17473.9139868998
European Union,EUU,Regions Clubbed Geographically,1993,Military expenditure (current USD),177000000000,GDP (current US$),6750678758563.32,GDP per capita (current US$),15908.4773736783
European Union,EUU,Regions Clubbed Geographically,1994,Military expenditure (current USD),181000000000,GDP (current US$),7157758128808.33,GDP per capita (current US$),16825.7755125371
European Union,EUU,Regions Clubbed Geographically,1995,Military expenditure (current USD),194000000000,GDP (current US$),8298203234321.61,GDP per capita (current US$),19469.7502659114
European Union,EUU,Regions Clubbed Geographically,1996,Military expenditure (current USD),195000000000,GDP (current US$),8433442480253.41,GDP per capita (current US$),19754.8396788627
European Union,EUU,Regions Clubbed Geographically,1997,Military expenditure (current USD),180000000000,GDP (current US$),7735785821341.68,GDP per capita (current US$),18093.3886626398
European Union,EUU,Regions Clubbed Geographically,1998,Military expenditure (current USD),182000000000,GDP (current US$),7970027660687.74,GDP per capita (current US$),18616.335854369
European Union,EUU,Regions Clubbed Geographically,1999,Military expenditure (current USD),179000000000,GDP (current US$),7936013301296.29,GDP per capita (current US$),18506.373785921
European Union,EUU,Regions Clubbed Geographically,2000,Military expenditure (current USD),163000000000,GDP (current US$),7288425137833.71,GDP per capita (current US$),16975.9150408779
European Union,EUU,Regions Clubbed Geographically,2001,Military expenditure (current USD),162000000000,GDP (current US$),7407567318765.1,GDP per capita (current US$),17230.650371262702
European Union,EUU,Regions Clubbed Geographically,2002,Military expenditure (current USD),176000000000,GDP (current US$),8100404174621.04,GDP per capita (current US$),18799.0954341052
European Union,EUU,Regions Clubbed Geographically,2003,Military expenditure (current USD),214000000000,GDP (current US$),9956956923132.03,GDP per capita (current US$),23025.7556068565
European Union,EUU,Regions Clubbed Geographically,2004,Military expenditure (current USD),244000000000,GDP (current US$),11449209190750.6,GDP per capita (current US$),26377.6033756932
European Union,EUU,Regions Clubbed Geographically,2005,Military expenditure (current USD),249000000000,GDP (current US$),11954464169720.8,GDP per capita (current US$),27444.1812267616
European Union,EUU,Regions Clubbed Geographically,2006,Military expenditure (current USD),257000000000,GDP (current US$),12768477269004.1,GDP per capita (current US$),29217.9538526123
European Union,EUU,Regions Clubbed Geographically,2007,Military expenditure (current USD),291000000000,GDP (current US$),14789546650988.5,GDP per capita (current US$),33729.2735892255
European Union,EUU,Regions Clubbed Geographically,2008,Military expenditure (current USD),317000000000,GDP (current US$),16365149239989.1,GDP per capita (current US$),37203.1372499812
European Union,EUU,Regions Clubbed Geographically,2009,Military expenditure (current USD),298000000000,GDP (current US$),14846338374807.8,GDP per capita (current US$),33670.6266742517
European Union,EUU,Regions Clubbed Geographically,2010,Military expenditure (current USD),286000000000,GDP (current US$),14643444297949.9,GDP per capita (current US$),33164.0048499327
European Union,EUU,Regions Clubbed Geographically,2011,Military expenditure (current USD),297000000000,GDP (current US$),15876630398615.8,GDP per capita (current US$),36020.4863545784
European Union,EUU,Regions Clubbed Geographically,2012,Military expenditure (current USD),278000000000,GDP (current US$),14733979958478.4,GDP per capita (current US$),33378.8274150555
European Union,EUU,Regions Clubbed Geographically,2013,Military expenditure (current USD),278000000000,GDP (current US$),15400027456553.4,GDP per capita (current US$),34803.3461372357
European Union,EUU,Regions Clubbed Geographically,2014,Military expenditure (current USD),279000000000,GDP (current US$),15764812909324.1,GDP per capita (current US$),35539.2020994967
European Union,EUU,Regions Clubbed Geographically,2015,Military expenditure (current USD),244000000000,GDP (current US$),13655089869785.3,GDP per capita (current US$),30716.6295698647
European Union,EUU,Regions Clubbed Geographically,2016,Military expenditure (current USD),245000000000,GDP (current US$),13990270946691.6,GDP per capita (current US$),31404.4306041117
European Union,EUU,Regions Clubbed Geographically,2017,Military expenditure (current USD),257000000000,GDP (current US$),14870065692850.4,GDP per capita (current US$),33327.6674894487
European Union,EUU,Regions Clubbed Geographically,2018,Military expenditure (current USD),281000000000,GDP (current US$),16091487781135.5,GDP per capita (current US$),36002.564051993
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1960,Military expenditure (current USD),1041102128,GDP (current US$),84329838400.4279,GDP per capita (current US$),385.728786953496
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1961,Military expenditure (current USD),952115934.1,GDP (current US$),89709981773.9291,GDP per capita (current US$),399.177054237151
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1962,Military expenditure (current USD),1470078057,GDP (current US$),98261282126.6901,GDP per capita (current US$),425.303071886825
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1963,Military expenditure (current USD),1558299418,GDP (current US$),99893385581.1464,GDP per capita (current US$),420.604302555539
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1964,Military expenditure (current USD),1478294197,GDP (current US$),111052848438.042,GDP per capita (current US$),454.984420217315
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1965,Military expenditure (current USD),1824898849,GDP (current US$),119371602868.407,GDP per capita (current US$),476.056435058224
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1966,Military expenditure (current USD),1976690416,GDP (current US$),131433205589.983,GDP per capita (current US$),510.44328593765
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1967,Military expenditure (current USD),2118145676,GDP (current US$),134061722395.098,GDP per capita (current US$),507.27214964296
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1968,Military expenditure (current USD),2082974250,GDP (current US$),143869326230.616,GDP per capita (current US$),530.633904828328
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1969,Military expenditure (current USD),2293646403,GDP (current US$),160710391278.493,GDP per capita (current US$),578.013611547189
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1970,Military expenditure (current USD),2857196045,GDP (current US$),175326829534.158,GDP per capita (current US$),615.190664954634
Latin America & Caribbean,LCN,Regions Clubbed Geographically,1971,Military expenditure (current USD),3463134106,GDP (current US$),195536195231.249,GDP per capita (current US$),669.567792843517
