Name,Country.Code,Type,year,Mil_budget_Indicator.Name,Military_expensives,GDP_Indicator.Name,GDP,GDP_per_capita_Indicator.Name,GDP_per_capita
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2010,Military expenditure (current USD),16597353232,GDP (current US$),1449562327175.87,GDP per capita (current US$),1620.2261656163
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2011,Military expenditure (current USD),18232142939,GDP (current US$),1629327277658.53,GDP per capita (current US$),1771.91673814938
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2012,Military expenditure (current USD),18761367116,GDP (current US$),1692936639108.22,GDP per capita (current US$),1791.52362904208
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2013,Military expenditure (current USD),21753112627,GDP (current US$),1799332280879.88,GDP per capita (current US$),1852.62697522306
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2014,Military expenditure (current USD),23278199397,GDP (current US$),1876123974059.89,GDP per capita (current US$),1879.95713710403
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2015,Military expenditure (current USD),20254523519,GDP (current US$),1670044721688.17,GDP per capita (current US$),1628.91285742916
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2016,Military expenditure (current USD),19128112584,GDP (current US$),1523303785527.21,GDP per capita (current US$),1446.87390976779
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2017,Military expenditure (current USD),21632842537,GDP (current US$),1660848124029.88,GDP per capita (current US$),1536.48268492506
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,2018,Military expenditure (current USD),18322083773,GDP (current US$),1782800988574.01,GDP per capita (current US$),1606.1313576289
Small states,SST,Regions Clubbed Geographically,1993,Military expenditure (current USD),1290830254,GDP (current US$),52534115912.8484,GDP per capita (current US$),3729.21741145069
Small states,SST,Regions Clubbed Geographically,1994,Military expenditure (current USD),1347043765,GDP (current US$),56185862242.972,GDP per capita (current US$),3949.51185197188
Small states,SST,Regions Clubbed Geographically,1995,Military expenditure (current USD),1405649008,GDP (current US$),64157845931.9305,GDP per capita (current US$),4470.5166241373
Small states,SST,Regions Clubbed Geographically,1996,Military expenditure (current USD),1581134256,GDP (current US$),66730631009.3557,GDP per capita (current US$),4595.29211914893
Small states,SST,Regions Clubbed Geographically,2000,Military expenditure (current USD),1572187909,GDP (current US$),77368613841.6817,GDP per capita (current US$),5122.20615403225
Small states,SST,Regions Clubbed Geographically,2001,Military expenditure (current USD),1653068473,GDP (current US$),77594319152.7719,GDP per capita (current US$),5053.81529458813
Small states,SST,Regions Clubbed Geographically,2002,Military expenditure (current USD),2467793065,GDP (current US$),83902231734.4288,GDP per capita (current US$),5368.45611944074
Small states,SST,Regions Clubbed Geographically,2003,Military expenditure (current USD),2867010977,GDP (current US$),99300795435.5511,GDP per capita (current US$),6258.34292101379
Small states,SST,Regions Clubbed Geographically,2004,Military expenditure (current USD),3049309516,GDP (current US$),115194366114.688,GDP per capita (current US$),7165.83677706502
Small states,SST,Regions Clubbed Geographically,2005,Military expenditure (current USD),3426930446,GDP (current US$),129666203435.137,GDP per capita (current US$),7958.07276035478
Small states,SST,Regions Clubbed Geographically,2006,Military expenditure (current USD),3814827759,GDP (current US$),145797709217.187,GDP per capita (current US$),8819.64066944102
Small states,SST,Regions Clubbed Geographically,2007,Military expenditure (current USD),4743519784,GDP (current US$),171152209656.815,GDP per capita (current US$),10197.6124403674
Small states,SST,Regions Clubbed Geographically,2008,Military expenditure (current USD),5972745764,GDP (current US$),186654460910.93,GDP per capita (current US$),10964.6757847196
Small states,SST,Regions Clubbed Geographically,2009,Military expenditure (current USD),5735324372,GDP (current US$),165375386243.609,GDP per capita (current US$),9577.41204965688
Small states,SST,Regions Clubbed Geographically,2010,Military expenditure (current USD),5669828785,GDP (current US$),176390570560.177,GDP per capita (current US$),10087.5144699907
Small states,SST,Regions Clubbed Geographically,2011,Military expenditure (current USD),4153174674,GDP (current US$),197269873598.39,GDP per capita (current US$),11198.9995772564
Small states,SST,Regions Clubbed Geographically,2012,Military expenditure (current USD),4243244084,GDP (current US$),198456374242.707,GDP per capita (current US$),11149.6078319649
Small states,SST,Regions Clubbed Geographically,2013,Military expenditure (current USD),4416322109,GDP (current US$),206145182147.156,GDP per capita (current US$),11440.0449192309
Small states,SST,Regions Clubbed Geographically,2014,Military expenditure (current USD),4928043468,GDP (current US$),213239256667.684,GDP per capita (current US$),11677.6587312097
Small states,SST,Regions Clubbed Geographically,2015,Military expenditure (current USD),4509524486,GDP (current US$),197793250964.946,GDP per capita (current US$),10690.6175098911
Small states,SST,Regions Clubbed Geographically,2018,Military expenditure (current USD),4875197474,GDP (current US$),244622967831.528,GDP per capita (current US$),12723.981268455
